White Pawns,Black Pawns,White Knights,Black Knights,White Bishops,Black Bishops,White Rooks,Black Rooks,White Queens,Black Queens,Turn,Is Check,Full Move Number,Halfmove Clock,Total Legal Moves,Is Stalemate,Insufficient Material,Threefold Repetition,Fifty Move Rule,Label
2,2,1,1,2,0,2,1,1,0,0,0,83,15,12,0,0,0,0,0
2,2,1,1,2,0,2,1,1,0,1,0,84,16,54,0,0,0,0,0
2,2,1,1,2,0,2,1,1,0,0,0,84,17,11,0,0,0,0,0
2,2,1,1,2,0,2,1,1,0,1,0,85,18,46,0,0,0,0,0
2,2,1,1,2,0,2,1,1,0,0,0,85,19,14,0,0,0,0,0
2,2,1,1,2,0,2,1,1,0,1,1,86,20,7,0,0,0,0,0
2,2,1,1,2,0,2,1,1,0,0,0,86,21,12,0,0,0,0,0
2,2,1,1,2,0,2,1,1,0,1,0,87,0,47,0,0,0,0,0
2,2,1,1,2,0,2,1,1,0,0,0,87,1,11,0,0,0,0,0
2,2,1,1,2,0,1,1,1,0,1,0,88,0,32,0,0,0,0,0
2,2,1,1,2,0,1,1,1,0,0,0,88,1,12,0,0,0,0,0
2,2,1,1,2,0,1,1,1,0,1,1,89,0,5,0,0,0,0,0
2,1,1,1,2,0,1,1,1,0,0,0,89,0,11,0,0,0,0,0
2,1,1,1,2,0,1,1,1,0,1,0,90,1,57,0,0,0,0,0
2,1,1,1,2,0,1,1,1,0,0,0,90,2,11,0,0,0,0,0
2,1,1,1,2,0,0,1,1,0,1,0,91,0,29,0,0,0,0,0
2,1,1,1,2,0,0,1,1,0,0,0,91,1,10,0,0,0,0,0
2,1,1,1,1,0,0,1,1,0,1,1,92,0,10,0,0,0,0,0
2,1,1,1,1,0,0,1,1,0,0,0,92,1,16,0,0,0,0,0
2,1,1,1,1,0,0,1,1,0,1,0,93,2,26,0,0,0,0,0
2,1,1,1,1,0,0,1,1,0,0,0,93,3,21,0,0,0,0,1
2,1,1,1,1,0,0,1,1,0,1,0,94,4,34,0,0,0,0,0
2,1,1,1,1,0,0,1,1,0,0,0,94,5,19,0,0,0,0,0
2,1,1,1,1,0,0,1,1,0,1,0,95,6,43,0,0,0,0,0
2,1,1,1,1,0,0,1,1,0,0,0,95,7,21,0,0,0,0,0
2,1,1,1,1,0,0,1,1,0,1,0,96,8,37,0,0,0,0,0
2,1,1,1,1,0,0,1,1,0,0,0,96,9,16,0,0,0,0,0
2,1,1,1,1,0,0,1,1,0,1,0,97,10,34,0,0,0,0,0
2,1,1,1,1,0,0,1,1,0,0,0,97,11,18,0,0,0,0,0
2,1,1,1,1,0,0,1,1,0,1,1,98,12,5,0,0,0,0,0
2,1,1,1,1,0,0,1,1,0,0,0,98,13,19,0,0,0,0,0
2,1,1,1,1,0,0,1,1,0,1,0,99,14,38,0,0,0,0,0
2,1,1,1,1,0,0,1,1,0,0,0,99,15,17,0,0,0,0,0
2,1,1,1,1,0,0,1,1,0,1,0,100,16,40,0,0,0,0,0
2,1,1,1,1,0,0,1,1,0,0,0,100,17,15,0,0,0,0,0
2,1,1,1,1,0,0,1,1,0,1,0,101,18,46,0,0,0,0,0
2,1,1,1,1,0,0,0,1,0,0,0,101,0,10,0,0,0,0,0
2,1,1,1,1,0,0,0,1,0,1,0,102,1,49,0,0,0,0,0
2,1,1,1,1,0,0,0,1,0,0,1,102,2,3,0,0,0,0,0
2,1,1,1,1,0,0,0,0,0,1,0,103,0,26,0,0,0,0,0
2,1,1,1,1,0,0,0,0,0,0,0,103,1,6,0,0,0,0,0
2,1,1,1,1,0,0,0,0,0,1,0,104,2,25,0,0,0,0,0
2,1,1,1,1,0,0,0,0,0,0,0,104,0,8,0,0,0,0,0
2,1,1,1,1,0,0,0,0,0,1,0,105,1,25,0,0,0,0,0
2,1,1,1,1,0,0,0,0,0,0,0,105,2,8,0,0,0,0,0
2,1,1,1,1,0,0,0,0,0,1,0,106,3,23,0,0,0,0,0
2,1,1,1,1,0,0,0,0,0,0,0,106,4,10,0,0,0,0,0
2,1,1,1,1,0,0,0,0,0,1,0,107,5,19,0,0,0,0,0
2,1,1,1,1,0,0,0,0,0,0,0,107,6,7,0,0,0,0,0
2,1,1,1,1,0,0,0,0,0,1,0,108,7,20,0,0,0,0,0
2,1,1,1,1,0,0,0,0,0,0,0,108,8,9,0,0,0,0,0
2,1,1,1,1,0,0,0,0,0,1,0,109,9,19,0,0,0,0,0
2,1,1,1,1,0,0,0,0,0,0,0,109,10,10,0,0,0,0,0
2,1,1,1,1,0,0,0,0,0,1,0,110,11,11,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,1,110,0,4,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,111,1,18,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,111,2,6,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,112,3,18,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,112,4,6,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,113,5,20,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,113,6,5,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,114,7,23,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,114,8,4,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,115,9,22,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,115,10,7,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,116,11,17,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,116,12,8,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,117,13,18,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,117,14,5,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,118,15,18,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,1,118,16,5,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,119,17,23,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,119,18,5,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,120,19,25,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,120,20,2,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,121,21,25,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,121,0,5,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,122,1,25,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,122,2,5,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,123,3,21,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,123,4,2,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,124,5,21,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,124,6,4,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,125,7,21,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,125,8,3,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,126,9,20,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,126,10,5,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,127,11,25,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,127,12,3,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,128,13,22,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,128,14,2,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,129,15,19,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,129,16,4,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,130,17,16,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,130,18,3,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,131,19,18,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,131,0,6,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,132,1,22,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,132,2,6,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,133,3,24,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,133,4,6,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,134,5,28,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,134,6,6,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,135,7,29,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,135,8,3,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,136,9,32,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,136,10,5,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,137,11,23,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,137,12,6,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,138,13,27,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,138,14,6,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,139,15,24,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,139,16,5,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,140,17,24,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,140,18,6,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,141,19,23,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,141,20,5,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1,0,142,21,20,0,0,0,0,0
1,1,1,0,1,0,1,0,0,0,0,0,142,0,3,0,0,0,0,0
1,1,1,0,1,0,1,0,0,0,1,0,143,1,28,0,0,0,0,0
1,1,1,0,1,0,1,0,0,0,0,0,143,2,4,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,144,0,26,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,144,1,3,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,145,2,25,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,1,145,3,4,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,146,4,29,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,146,5,3,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,147,6,27,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,147,7,3,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,148,8,25,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,148,9,5,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,149,10,25,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,149,11,5,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,150,12,22,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,1,150,13,6,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,151,14,28,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,151,15,4,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,152,16,28,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,152,17,3,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,153,18,28,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,153,19,6,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,154,20,28,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,154,21,4,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,155,22,28,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,155,23,4,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,156,24,27,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,156,25,4,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,157,26,27,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,157,27,3,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,158,28,23,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,158,29,3,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,159,30,23,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,159,31,4,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,160,32,27,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,160,33,3,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,161,34,23,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,1,161,35,6,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,162,36,28,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,162,37,4,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,163,38,22,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,163,39,4,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,164,40,19,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,164,41,4,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,165,42,15,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,165,43,8,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,166,44,15,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,166,45,5,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,167,46,18,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,167,47,8,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,168,48,15,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,168,49,6,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,169,50,18,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,169,51,6,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,170,52,19,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,170,53,6,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,171,54,19,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,1,171,55,6,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,1,0,172,56,23,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,172,57,3,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,1,0,173,0,14,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,173,1,8,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,1,0,174,2,14,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,174,3,3,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,1,0,175,4,14,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,175,5,5,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,1,0,176,6,14,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,176,7,5,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,1,0,177,8,14,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,177,9,8,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,1,0,178,10,14,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,178,11,8,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,1,0,179,12,12,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,179,13,8,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,1,0,180,14,9,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,180,15,6,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,1,0,181,16,12,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,181,17,6,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,1,0,182,18,15,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,182,19,6,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,1,0,183,20,13,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,183,21,7,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,1,0,184,22,13,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,184,23,7,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,1,0,185,24,10,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,185,25,6,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,1,0,186,26,11,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,186,27,6,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,1,0,187,28,13,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,187,29,6,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,1,0,188,30,13,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,188,31,7,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,1,0,189,32,10,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,189,33,7,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,1,0,190,34,14,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,190,35,7,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,1,0,191,36,14,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,191,37,6,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,1,0,192,38,11,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,192,39,6,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,193,0,5,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,193,1,8,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,194,2,5,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,194,3,5,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,195,4,5,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,195,5,5,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,196,6,8,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,196,7,8,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,197,8,3,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,197,9,8,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,198,10,5,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,198,11,5,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,199,12,8,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,199,13,8,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,1,0,200,14,5,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,200,15,5,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,201,16,8,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,201,17,5,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,202,18,5,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,202,19,5,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,1,0,203,20,5,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,203,21,6,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,204,22,8,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,204,23,4,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,205,24,5,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,205,25,5,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,1,0,206,26,5,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,206,27,8,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,1,0,207,28,2,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,207,29,6,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,208,30,5,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,208,31,5,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,209,32,8,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,209,33,7,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,210,34,6,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,210,35,5,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,211,36,6,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,211,37,8,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,212,38,6,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,212,39,8,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,213,40,8,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,213,41,8,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,214,42,5,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,214,43,8,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,215,44,5,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,215,45,8,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,216,46,6,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,216,0,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,217,1,4,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,217,2,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,218,3,4,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,218,4,7,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,219,5,4,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,219,6,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,220,7,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,220,8,5,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,221,9,9,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,221,10,5,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,222,11,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,222,0,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,223,1,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,223,2,5,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,224,3,7,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,224,4,7,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,225,5,9,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,225,6,7,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,226,7,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,226,8,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,227,9,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,227,10,5,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,228,11,9,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,228,12,5,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,229,13,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,229,14,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,230,15,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,230,16,6,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,231,17,9,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,231,18,5,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,232,19,7,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,232,20,6,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,233,21,7,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,233,22,5,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,234,23,6,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,234,24,6,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,235,25,6,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,235,26,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,236,27,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,236,28,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,237,29,4,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,237,30,7,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,238,31,6,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,238,32,6,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,239,33,9,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,239,34,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,240,35,9,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,240,36,7,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,241,37,9,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,241,38,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,242,39,9,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,242,40,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,243,41,9,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,243,42,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,244,43,7,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,244,44,5,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,245,45,7,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,245,46,7,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,246,47,6,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,246,48,7,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,247,49,6,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,247,50,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,248,51,9,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,248,0,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,249,1,9,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,249,2,7,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,250,3,9,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,250,4,8,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,251,5,6,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,251,0,7,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,252,1,6,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,252,2,7,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,253,3,9,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,253,4,7,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,254,5,6,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,254,0,5,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,255,1,9,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,255,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,256,1,26,0,0,0,0,0
